signal_id,sequence_id,ticker_symbol,figi_id,signal_date,seq_cat,spy_relative_return,gics_sector,lookback_ret_30d,lookback_alpha_30d,lookback_ret_60d,lookback_alpha_60d,lookback_ret_90d,lookback_alpha_90d,lookback_ret_180d,lookback_alpha_180d
dc18faac-f359-4ce3-a9d5-6d0cc75730a7,169,ACM,BBG000F61RJ8,2024-03-26,no_hold,-0.126274217,Industrials,0.07419329663406563,0.03538529567351508,0.04502530809859155,-0.04671563583590988,0.1237642331352951,-0.04070438558199385,0.12513949934248716,-0.06754384619889128
1c82a2bf-4d91-47d2-bb5e-515b584d3623,167,ACM,BBG000F61RJ8,2022-05-10,no_hold,0.155767305,Industrials,-0.16010194410258918,-0.035472014083871566,-0.08922192597689287,0.0018877338173001559,-0.14040435197887327,0.018849194686893472,0.049706752135340086,0.1486128717404495
ad7cd790-9b7e-4139-a2d2-fe97a2243088,166,ACM,BBG000F61RJ8,2020-02-21,no_hold,-0.061557945,Industrials,0.18728614263736212,0.15945453954361638,0.2170653172751847,0.1393717719938307,0.39720062904697145,0.2661097802553325,0.5596286717393205,0.36403717527854945
04258a7d-133b-4b9e-ba8b-9ced5874d60f,354,AMTX,BBG000BWBZY9,2021-05-03,no_hold,-0.438431778,Basic Materials,-0.0931520644511581,-0.1668916170390019,1.4403794037940378,1.3539459691921476,6.63135593220339,6.490786737204916,5.455197132616488,5.199237492409211
f126dcd3-b8d5-4b32-b000-bd5e128a228b,232,AER,BBG000Q9FZL4,2023-11-13,no_hold,0.094902148,Industrials,0.137241928755582,0.10709993151929467,0.10458495306446765,0.09257411738696815,0.07905673722049911,0.07177670446611999,0.08702707472676881,-0.03201280332242635
22de68e6-e582-4f18-bc37-2bb32fc3ea6b,453,AVAV,BBG000GX14P2,2024-05-13,hold_rec,-0.285373893,Industrials,0.2533797349752376,0.25577360809996197,0.4801232909191496,0.4392507711877397,0.5491769377119695,0.434544698985084,,
c8027d66-416e-42bf-9ec2-11b073da91fd,452,AVAV,BBG000GX14P2,2024-01-03,no_hold,0.060275552,Industrials,,,,,,,,
c38a4098-9f81-445b-9269-43739f05f419,454,AVAV,BBG000GX14P2,2024-11-08,no_hold,0.139602938,Industrials,0.14375345078552426,0.09699677348705119,0.21966493603810952,0.13476639009509347,0.3379719335329693,0.24990600267712712,0.8489938331710484,0.6599992902974461
12fa9812-331b-41ce-add4-aeed321a7a49,4,0H6G,BBG000C23KJ3,2021-10-28,no_hold,0.204065762,Utilities,0.05313078043213035,0.024912746681116135,0.08164152106470488,0.03424010016886115,-0.00038756975088137096,-0.08707495179310079,-0.07608113940440224,-0.260600026594542
b3b8f4b0-7172-4dc7-89e0-4bf763fcf0f1,2,0H6G,BBG000C23KJ3,2018-05-08,no_hold,0.320502989,Utilities,0.09365857271593812,0.08683089215211705,0.16228484466834592,0.13746989521033615,,,,
13ad100b-ae78-4c61-b2eb-627b90746bc5,5,0H6G,BBG000C23KJ3,2024-09-09,no_hold,-0.373757362,Utilities,-0.06626212073819206,-0.06988044562920372,-0.16789965156794426,-0.18048407261739768,-0.08608411861594323,-0.17810518889048604,-0.1379495561472309,-0.29597301607427956
1a67f299-b522-4922-a4eb-d59c28434bec,3,0H6G,BBG000C23KJ3,2018-12-13,no_hold,0.0304289,Utilities,0.07420679159809594,0.0831699715116177,0.1577978676737045,0.2414621461797569,0.15193176211620935,0.2154109191535487,0.44668859178761233,0.41613691998049873
702e71ef-8beb-4a3a-9a46-d177688e4e49,244,AFRM,BBG00Y7BP8Y1,2024-08-29,no_hold,0.988494722,Financial Services,0.34996759559300067,0.3396720543410048,0.38221632382216325,0.3221067066971603,0.30330048490536526,0.18237019434697463,0.0435871743486974,-0.1775859168320171
79d730a2-93ed-414c-b69a-408fc9a4f5e6,237,AFRM,BBG00Y7BP8Y1,2021-02-02,hold_rec,-0.686694819,Financial Services,,,,,,,,
2c84c7db-7ff8-4a9d-b81e-d08c63131df8,238,AFRM,BBG00Y7BP8Y1,2021-04-16,hold_rec,-0.551985954,Financial Services,-0.17452048306890836,-0.285820268357631,-0.34356463609829585,-0.4340504953195079,,,,
3f28ea6c-99af-4ad0-a17b-a340c3d64107,239,AFRM,BBG00Y7BP8Y1,2021-07-14,hold_rec,-0.496874199,Financial Services,-0.09213051823416507,-0.13501463111133188,-0.14026052711299605,-0.19434690082680653,-0.30046832634951937,-0.44506267452612397,,
7c591e24-56ab-40ec-a111-5440de4a5fa2,242,AFRM,BBG00Y7BP8Y1,2024-02-12,no_hold,0.691427511,Financial Services,-0.1243432574430823,-0.17529872074814504,0.7605633802816901,0.6395972174868866,1.461706783369803,1.268578021181013,2.1468531468531467,1.9143723726046245
c5dde4fc-6f13-494e-a2d4-22bd8d2ccb78,243,AFRM,BBG00Y7BP8Y1,2024-05-08,no_hold,0.505404445,Financial Services,-0.15403160996517545,-0.15090908973810457,-0.2982222222222222,-0.33378652418773036,-0.38548355711227866,-0.4738155178666231,1.155631399317406,0.9658062938302899
3a89e739-3ce0-427e-8143-9d67b37c2faa,233,AFL,BBG000BBBNC6,2019-04-24,hold_rec,-0.226830799,Financial Services,-0.005492133823960775,-0.05568053577517718,0.038212485218149,-0.0746065747832169,0.14590328803108324,0.03375375532080287,0.06716072255673923,0.021435618297511592
a2743227-ead6-4162-a5c6-968769bd5b38,250,AGCO,BBG000DCCZW2,2022-03-22,hold_rec,0.048003971,Industrials,0.19329285391810377,0.18496057046209827,0.19494455420304632,0.23662175120077314,0.12653409149583134,0.15036585543445904,0.07531271646413315,0.026595690580447487
2c3eadfc-79dd-4b3b-b1d5-af741e72e347,255,AGCO,BBG000DCCZW2,2024-12-20,no_hold,-0.039768859,Industrials,-0.0034565974448986896,0.000691087052919579,-0.030345488658327733,-0.06675925352725659,0.10100587903968143,0.006828594346736982,-0.2111273412330039,-0.36244629127507394
e0afdb54-ea5c-4959-9493-9816028e060b,252,AGCO,BBG000DCCZW2,2022-08-25,no_hold,0.049156218,Industrials,0.2798545440293361,0.16977566336996747,-0.09851814723976131,-0.11884148089127948,-0.15266357883538162,-0.1146521784472833,0.008883349199330346,0.10319493909279372
ac062d5d-1b31-4eef-8209-96185bec90cd,249,AGCO,BBG000DCCZW2,2021-04-27,portfolio,-0.180272248,Industrials,0.09648501887595044,0.03978260050097044,0.4139541760320892,0.2820401471616023,0.6252852415732897,0.4870700208293629,1.291232504765509,1.0288451304665747
b03d3545-482e-417f-a7d2-899cab26824d,247,AGCO,BBG000DCCZW2,2019-09-18,hold_rec,-0.127291131,Industrials,0.06685105780510497,0.020638277121826035,-0.003008456756190569,-0.02841352448790507,0.042731142550261274,-0.007475362949379052,0.37651794568451086,0.16054031641213792
09b05167-884f-4665-adb3-328a6787449e,254,AGCO,BBG000DCCZW2,2023-05-19,hold_rec,-0.3019619,Industrials,0.005034786892731402,-0.018010524163628316,-0.15703590342334967,-0.2058494997124383,-0.14409794242505583,-0.21997907657755908,0.10323303327191409,0.03060453856316947
0f638e06-4192-4047-9488-6a08fa6bdd9a,246,AGCO,BBG000DCCZW2,2019-05-29,no_hold,-0.286335164,Industrials,-0.05191395492039003,-0.011564907638044438,-0.014222644363534027,-0.014565303790707754,0.08042396178329214,0.017540930251918708,0.1255500282168743,0.14362889958339384
29a19a7c-230c-45c6-9b73-d475fb12d9fa,253,AGCO,BBG000DCCZW2,2023-02-08,hold_rec,-0.321396023,Industrials,-0.0007450592642129491,-0.07319033699904928,0.05425789511502338,0.009043343251662105,0.3905074984071451,0.25338763912355783,0.20048915181154742,0.13275923835250059
